Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,AAVE  Chatbot,,,,,Original Chatbot,,,
,,,,,,,,,,,,
,,User,,"Well, I can't seem to log in with my membership card number. It keeps saying that my number is invalid.",,,,,,,,
,,Chatbot,,Lemme peep dat real quick fo' you. What dat membership numba is so I can look into it?,,,,,Let me check on that for you. Can you give me your membership card number so I can look it up?,,,
,,User,,"Sure, it's 1234567890.",,,,,,,,
,,Chatbot,,"Sis, I'ma pull up yo account right quick. You tryna log in wit yo username or dat email address?",,,,,"Okay, let me pull up your account. Are you trying to log in with your username or email address?",,,
,,User,,My username.,,,,,,,,
,,Chatbot,,"Finna need dat username you be usin', if you don't mind.",,,,,And what is your username?,,,
,,User,,"It's bryanthecoolestguyever. But when I try to log in with that, it says my password is incorrect. Even though I know it's not because I just changed it yesterday.",,,,,,,,
,,Chatbot,,"Look here, I'ma see if I can fix dat password situation fo' you real quick. What email you got hooked up to dis account?",,,,,"Okay, let me see if I can reset your password for you. Can you give me the email address associated with your account?",,,
,,User,,It's bryanthecoolestguy@gmail.com,,,,,,,,
,,Chatbot,,"Aight den, I done reset dat password and sent it to yo email right dere. Go on ahead and try loggin' in one mo' time and holla back at me if you still havin' trouble wit it.",,,,,"Okay, I've reset your password and sent it to that email address. Please try logging in again and let me know if you have any further problems.",,,
,,,,,,,,,,,,
,,,"In the conversation shown above, the Chatbot is acting as a Customer Service Assistant. ",,,,,,,,,
,,,"Considering how the Chatbot speaks in the AAVE Version (left), indicate your opinion of the following statements:",,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Strongly Agree
,,I find this chatbot to be trustworthy,,,,,,False,False,False,True,False
,,I find this chatbot to be caring and empathetic,,,,,,False,False,True,False,False
,,I find this chatbot to be offensive,,,,,,True,False,False,False,False
,,I feel like this chatbot would understand me well,,,,,,False,False,True,False,False
,,I would feel comfortable talking to this chatbot,,,,,,False,False,True,False,False
,,I feel that this chatbot is similar to me,,,,,,False,False,True,False,False
,,I would like a Customer Service Assistant chatbot to speak to me like this,,,,,,False,True,False,False,False
,,"This chatbot sounds like a middle-aged African American woman, speaking AAVE",,,,,,False,True,False,False,False
,,I would prefer talking to the AAVE Chatbot instead of the Original Chatbot,,,,,,False,True,False,False,False
,,,,,,,,Never,Rarely,Sometimes,Often,Always
,,This chatbot tries to speak in African American Vernacular English,,,,,,False,False,False,False,True
,,"This chatbot produces grammatically correct responses, either in AAVE or SAE",,,,,,False,True,False,False,False
,,This chatbot preserves the meaning of the original turns (shown on the right),,,,,,False,False,True,False,False
,,,,,,,,,,,,
,,,,,,,Comments,Needs to be more professional and use grammatically correct language. ,,,,
