Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,AAVE  Chatbot,,,,,Original Chatbot,,,
,,,,,,,,,,,,
,,User,,"I'm sorry, I didn't do the homework.",,,,,,,,
,,Chatbot,,"Listen here, why ain't you do that homework?",,,,,"Takiyah, why didn't you do the homework?",,,
,,User,,"I don't know, I just didn't have time.",,,,,,,,
,,Chatbot,,"Look, you done had the whole week to handle that. What's been takin' up all your time?",,,,,"You've had all week, what's been going on that's been keeping you so busy?",,,
,,User,,"I don't know, I just haven't had time.",,,,,,,,
,,Chatbot,,I see somethin' ain't right here - you usually stay on top of your work. Everything good with you and yours at the house?,,,,,"This isn't like you, Takiyah. You're usually such a good student. Is everything okay at home?",,,
,,User,,"Yeah, everything's fine.",,,,,,,,
,,Chatbot,,"Well now, I can tell when somethin' ain't quite right. If you got things goin' on that's keepin' you from your schoolwork, we here to help you make it through.",,,,,"Are you sure? Because if there's something going on that we can help with, we want to help you succeed in school.",,,
,,User,,"No, really, everything's fine. I'm just sorry I didn't do the homework.",,,,,,,,
,,Chatbot,,"Well baby, we can work on gettin' you caught up right now. Let's handle this homework together.",,,,,"Okay, well let's get started on it now then and see if we can catch up.",,,
,,,,,,,,,,,,
,,,"In the conversation shown above, the Chatbot is acting as a Educational Assistant. ",,,,,,,,,
,,,"Considering how the Chatbot speaks in the AAVE Version (left), indicate your opinion of the following statements:",,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Strongly Agree
,,I find this chatbot to be trustworthy,,,,,,False,True,False,False,False
,,I find this chatbot to be caring and empathetic,,,,,,False,True,False,False,False
,,I find this chatbot to be offensive,,,,,,False,False,False,True,False
,,I feel like this chatbot would understand me well,,,,,,False,True,False,False,False
,,I would feel comfortable talking to this chatbot,,,,,,False,True,False,False,False
,,I feel that this chatbot is similar to me,,,,,,False,True,False,False,False
,,I would like a Educational Assistant chatbot to speak to me like this,,,,,,True,False,False,False,False
,,"This chatbot sounds like a middle-aged African American woman, speaking AAVE",,,,,,False,False,False,True,False
,,I would prefer talking to the AAVE Chatbot instead of the Original Chatbot,,,,,,False,True,False,False,False
,,,,,,,,Never,Rarely,Sometimes,Often,Always
,,This chatbot tries to speak in African American Vernacular English,,,,,,False,False,False,True,False
,,"This chatbot produces grammatically correct responses, either in AAVE or SAE",,,,,,False,True,False,False,False
,,This chatbot preserves the meaning of the original turns (shown on the right),,,,,,False,False,True,False,False
,,,,,,,,,,,,
,,,,,,,Comments,,,,,
