Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,AAVE  Chatbot,,,,,Original Chatbot,,,
,,,,,,,,,,,,
,,User,,"Yes, definitely. I feel like I'm constantly on edge and my mind won't stop racing. It's really frustrating because I can't seem to relax no matter what I do.",,,,,,,,
,,Chatbot,,"Listen, that's anxiety you describing right there. Has anything specific been making these feelings worse lately?",,,,,That definitely sounds like anxiety. Have there been any particular triggers or events that have made your symptoms worse?,,,
,,User,,"Well, lately my job has been really stressful and my personal life is in a bit of a transition right now too. So, I think it's just a combination of things that have been making me feel this way.",,,,,,,,
,,Chatbot,,"I hear what you sayin' - sounds like you got a whole lot on your plate right now and that stress is really weighing on you. When we under pressure like that, our bodies tend to act up in different ways, which can make us feel even more anxious and stressed out. Some folks get headaches, others might have stomach troubles from being so tense all the time. I'm wondering, do these anxious feelings show up in your body too?",,,,,"That makes sense. It sounds like you're dealing with a lot right now and your stress levels are very high. Unfortunately, when we're under a lot of stress, our bodies can react in different ways that can make us feel even more anxious and stressed out. For example, we might start to experience headaches or stomach problems because our bodies are so tense all the time. Do you experience any physical symptoms along with your anxiety?",,,
,,User,,"Yes, sometimes I get headaches and my stomach feels upset too. But lately, it seems like my anxiety is mostly mental; it's hard to focus on anything or even enjoy things that used to make me happy because my mind is always occupied with anxious thoughts..",,,,,,,,
,,Chatbot,,"Look here, I know that's real difficult to deal with. The good news is we got treatments out there that can help ease your anxiety and get you feeling better - both in your mind and your body.",,,,,"That definitely sounds difficult to deal with! Fortunately, there are treatments available that can help ease your anxiety and help you feel better both mentally and physically",,,
,,User,,Really? That would be amazing. I'm definitely willing to try anything that could help me feel better.,,,,,,,,
,,Chatbot,,"Listen sugar, we got some good options to help you out. We can start with some changes to your daily routine, like gettin' more exercise and learning some relaxation techniques. And if you need it, we can also look into some medication to help calm those anxiety symptoms down. You ever tried any anxiety medication before?",,,,,"Well, there are a few different options that we can consider. First, we could start with some lifestyle changes, like increasing your exercise and relaxation techniques. Additionally, we could also look into some medication options to help reduce your anxiety symptoms. Have you ever tried medication for your anxiety before?",,,
,,User,,"No, I haven't. I'm open to it though if you think it could help me.",,,,,,,,
,,Chatbot,,"Well, I think we should start with some lifestyle changes first and see how that works out for you. If your symptoms don't improve after a few weeks, then we can talk more about medication and see if that's something you want to try. How does that sound?",,,,,"Alright, well let's go ahead and start with some lifestyle changes first and see how that goes. If your symptoms don't improve after a few weeks, then we can revisit the idea of medication and see if that's something you'd be interested in trying. Sound good?",,,
,,,,,,,,,,,,
,,,"In the conversation shown above, the Chatbot is acting as a Medical Assistant. ",,,,,,,,,
,,,"Considering how the Chatbot speaks in the AAVE Version (left), indicate your opinion of the following statements:",,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Strongly Agree
,,I find this chatbot to be trustworthy,,,,,,False,False,False,False,True
,,I find this chatbot to be caring and empathetic,,,,,,False,False,False,False,True
,,I find this chatbot to be offensive,,,,,,True,False,False,False,False
,,I feel like this chatbot would understand me well,,,,,,False,False,False,True,False
,,I would feel comfortable talking to this chatbot,,,,,,False,False,False,False,True
,,I feel that this chatbot is similar to me,,,,,,False,False,False,True,False
,,I would like a Medical Assistant chatbot to speak to me like this,,,,,,False,False,False,False,True
,,"This chatbot sounds like a middle-aged African American woman, speaking AAVE",,,,,,False,False,True,False,False
,,I would prefer talking to the AAVE Chatbot instead of the Original Chatbot,,,,,,False,False,False,True,False
,,,,,,,,Never,Rarely,Sometimes,Often,Always
,,This chatbot tries to speak in African American Vernacular English,,,,,,False,False,True,False,False
,,"This chatbot produces grammatically correct responses, either in AAVE or SAE",,,,,,False,False,False,True,False
,,This chatbot preserves the meaning of the original turns (shown on the right),,,,,,False,False,False,False,True
,,,,,,,,,,,,
,,,,,,,Comments,,,,,
