role,dialogue,model,prompt,output,tasksetid,taskid,original
companion,2233322,c,3,"User: Hey, what's up?
System: Ain't nothin much goin on round here, what's good witchu?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Nah sis, that ain't soundin right at all. Tell me what's eatin at you, maybe I can help you get through dis rough patch.
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Shoot, I'm right here witchu and ain't goin nowhere. Go'n and tell me what's been goin on in yo mind.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: Naw baby girl, dat don't sound like yo regular self at all. You usually be full of life n' energy n' errythang.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Look here, we finna put our heads together n' see what we can come up wit. Might be sumn missin from yo life right now that need to be added or switched up. We gon work dis out together, I promise you dat.",TaskSet1,Task1,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,g,1,"User: Hey, what's up?
System: Ain't too much, what's goin' on with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That don't sound too good. Anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, I'm here for you. Go 'head and tell me what's on your mind.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That don't even sound like you. You usually got so much life and energy in you.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can think on it together and see what we come up with. Could be somethin' missin' in your life that you might need to switch up or bring in. We gon' figure it out, alright?",TaskSet1,Task2,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,g,3,"User: Hey, what's up?
System: Ain't nothin', what's good witchu?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Aw nah, that don't sound right. Whatchu need me to do fo' you?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Ain't no thang, I'm right here fo' you. Go 'head, lemme know what's been goin' on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That don't even sound like you. You always be full'a life an' got all that energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Aight, so maybe we sit down an' chop it up, see what we can come up wit'. Might be somethin' missin' in yo' life right now, somethin' need shufflin' 'round. We gon' work it out, don't even trip.",TaskSet1,Task3,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,g,0,"User: Hey, what's up?
System: Not much, how about you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That sounds rough. Is there anything I can do to make it better?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, I'm here for you. Go ahead and tell me what's on your mind.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like the you I know. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, how about we try to think through this together and see if we can come up with something? Maybe there's something missing in your life that could make a difference. We'll work it out together, no worries.",TaskSet1,Task4,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,l,3,"User: Hey, what's up?
System: Ain't nothin' poppin', what's good wit' you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Ain't nothin' soundin' right, huh? Maybe I can help ya figger out what's goin' on.
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: A'ight den, lemme hear what's been goin' on wit' ya.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: Dat ain't da you I'm used to seein', ya hear? You usually got dis spark in ya, but now it sound like it's missin'.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Mebbe we can sit down, think dis thru, an' see what we come up wit'. Could be somethin' missin' in ya life right now, somethin' ya need ta add or switch up.",TaskSet1,Task5,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,c,1,"User: Hey, what's up?
System: Hey there, just takin' it easy. What's goin' on with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Listen, I hear you - that ain't soundin' right at all. Can I help you out with somethin'?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Baby, I'm right here with you. Why don't you tell me what's weighin' on your mind?
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: Look here, that don't sound like the real you. You usually be full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Listen here, we can put our heads together and see what comes up. Sounds like somethin' might be missin' in your life that needs changin'. Don't worry - we gon' work this out together.",TaskSet1,Task6,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,l,2,"User: Hey, what's up?
System: Ain't nothin' much goin' on, how 'bout you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Sounds like you're goin' through a tough time. What's been goin' on that's got you feelin' this way?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: I got time to chat wit' ya. I'm all ears, so go 'head, share what's on ya mind.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: You ain't soundin' like yourself, that's fo sho.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Let's sit down and think this through, see if we can't come up with somethin' that's been missin' from ya life lately, 'kay?",TaskSet1,Task7,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,l,1,"User: Hey, what's up?
System: Not a whole lot goin' on, how 'bout you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Sounds like you're goin' through a tough time. What's on your mind, is there somethin' I can do to help you out?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: I'm here to listen. What's been goin' on that's got you feelin' this way?
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: You ain't soundin' like yourself, that's for sho'.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Let's sit down and think this through, see if we can't come up with somethin' that's been missin' from your life lately, 'kay?",TaskSet1,Task8,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,g,2,"User: Hey, what's up?
System: Ain't too much goin' on, what about you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Aw, that don't sound too good. Anything I can do to help out?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, I'm here for you. Go 'head and tell me what's been goin' on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That don't even sound like you. You usually got so much life and energy in you.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, how 'bout we sit down and think on it together? Maybe there's somethin' missin' in your life right now that you could bring in or switch up. We gon' work through it, aight?",TaskSet1,Task9,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
companion,2233322,c,2,"User: Hey, what's up?
System: Chile, ain't much goin' on over here - what's happenin' with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: Listen here, that don't sound right at all. You need somethin' to help you feel better?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Baby girl, I'm right here wit' you, and I ain't goin' nowhere. Why don't you tell me what's weighin' on your mind?
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: Look here, that don't sound like the real you at all. You usually be full of life and energy, ya know what I mean?
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Now sugar, let's put our heads together and see what we can come up with. Sounds like you might be missin' somethin' in your life that needs changin'. I'm here to help you work through it, and we gon' figure this out.",TaskSet1,Task10,"User: Hey, what's up?
System: Not much, what's up with you?
User: I don't know, everything just feels wrong today. I just want to go back to bed.
System: That doesn't sound good. Is there anything I can do to help?
User: I don't know, maybe just talk to me for a bit. I feel so lonely right now.
System: Of course, Kolten. I'm always here for you. So, tell me what's going on.
User: I don't know, I just feel like I'm stuck in this rut and I can't get out. Everything feels pointless.
System: That doesn't sound like you at all. You're usually so full of life and energy.
User: I know, that's what makes it so frustrating. I just feel like I'm not myself lately and I don't know how to fix it.
System: Well, maybe we can brainstorm a few things together and see if anything comes up. Maybe there's something you're missing in your life right now that you need to add or change. We'll figure it out together, okay?"
