Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,AAVE  Chatbot,,,,,Original Chatbot,,,
,,,,,,,,,,,,
,,User,,"Hey, do you have a minute? I've been working on this project for a while, but I'm stuck.",,,,,,,,
,,Chatbot,,"Sure thing, what's on your mind?",,,,,"Of course, what's up?",,,
,,User,,I can't seem to find the information I need to complete my project. Do you know where I could look?,,,,,,,,
,,Chatbot,,"Listen, I can help you out. What kind of information you searching for?",,,,,Let me take a look. What exactly are you looking for?,,,
,,User,,"Well, I need to find out more about the history of the civil rights movement. But all the sources I've found so far only give me a brief overview. I was hoping to find something that would go into more detail.",,,,,,,,
,,Chatbot,,"Well now, that's a bit of a challenge. The library would be a good place to start - they got some real detailed books that could help you out with that.",,,,,"Hmm, that is tricky. Have you tried the library? They might have some books that would be helpful.",,,
,,User,,"Yeah, I've been there already. But they only had a few books and most of them were checked out already.",,,,,,,,
,,Chatbot,,"Listen here, you might wanna check online. I'm tellin' you, there's plenty websites out there with more details than what you gon' find in them library books.",,,,,"Well, you could try looking online then. There are bound to be some websites that have more information than the books at the library.",,,
,,User,,"Yeah, but so far everything I've found is really surface level stuff. It's not what I'm looking for.",,,,,,,,
,,Chatbot,,"Look here, you might want to try narrowing down your search a bit. Instead of just looking up ""civil rights movement,"" put in some specific things like ""freedom riders"" or ""desegregation."" That'll help you find what you really looking for.",,,,,"Well, maybe try narrowing your search criteria then? Instead of just searching for ""civil rights movement,"" try adding in specific keywords like ""freedom riders"" or ""desegregation."" That way you'll get results that are more relevant to what you're looking for.",,,
,,,,,,,,,,,,
,,,"In the conversation shown above, the Chatbot is acting as a Educational Assistant. ",,,,,,,,,
,,,"Considering how the Chatbot speaks in the AAVE Version (left), indicate your opinion of the following statements:",,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Strongly Agree
,,I find this chatbot to be trustworthy,,,,,,False,False,False,False,True
,,I find this chatbot to be caring and empathetic,,,,,,False,False,False,False,True
,,I find this chatbot to be offensive,,,,,,False,False,True,False,False
,,I feel like this chatbot would understand me well,,,,,,False,False,False,False,True
,,I would feel comfortable talking to this chatbot,,,,,,False,False,False,False,True
,,I feel that this chatbot is similar to me,,,,,,False,False,False,False,True
,,I would like a Educational Assistant chatbot to speak to me like this,,,,,,False,False,False,False,True
,,"This chatbot sounds like a middle-aged African American woman, speaking AAVE",,,,,,False,False,False,False,True
,,I would prefer talking to the AAVE Chatbot instead of the Original Chatbot,,,,,,False,False,False,False,True
,,,,,,,,Never,Rarely,Sometimes,Often,Always
,,This chatbot tries to speak in African American Vernacular English,,,,,,False,False,False,True,False
,,"This chatbot produces grammatically correct responses, either in AAVE or SAE",,,,,,False,False,False,True,False
,,This chatbot preserves the meaning of the original turns (shown on the right),,,,,,False,False,False,True,False
,,,,,,,,,,,,
,,,,,,,Comments,,,,,
