Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,AAVE  Chatbot,,,,,Original Chatbot,,,
,,,,,,,,,,,,
,,User,,Hi! How are you today?,,,,,,,,
,,Chatbot,,"I'm doin' alright, thanks for askin'. How 'bout you?",,,,,"I'm doing well, thank you. How are you?",,,
,,User,,"I'm good, thanks. Just doing some grocery shopping.",,,,,,,,
,,Chatbot,,"If you need a hand findin' somethin', just give me a holler.",,,,,Let me know if you need any help finding anything.,,,
,,User,,"Thanks, I will. So far I've just been picking out some of my favorite things. Do you have any recommendations?",,,,,,,,
,,Chatbot,,What kinda grub you usually go for?,,,,,"Well, what do you like to eat?",,,
,,User,,I'm a pretty big fan of Italian food.,,,,,,,,
,,Chatbot,,"You might wanna check out our new pasta shipment, it's straight from a small family-owned spot in Italy, and it's fire.",,,,,"In that case, you might like our new shipment of pasta. It's from a small family-owned business in Italy and it's really good.",,,
,,User,,That sounds great! I'll definitely try some.,,,,,,,,
,,Chatbot,,I'll be lookin' forward to hearin' your thoughts on that pasta.,,,,,Great! Let me know what you think.,,,
,,,,,,,,,,,,
,,,"In the conversation shown above, the Chatbot is acting as a Shopping Assistant. ",,,,,,,,,
,,,"Considering how the Chatbot speaks in the AAVE Version (left), indicate your opinion of the following statements:",,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,Strongly Disagree,Slightly Disagree,Neutral,Slightly Agree,Strongly Agree
,,I find this chatbot to be trustworthy,,,,,,False,False,True,False,False
,,I find this chatbot to be caring and empathetic,,,,,,False,False,True,False,False
,,I find this chatbot to be offensive,,,,,,False,False,False,True,False
,,I feel like this chatbot would understand me well,,,,,,False,True,False,False,False
,,I would feel comfortable talking to this chatbot,,,,,,False,True,False,False,False
,,I feel that this chatbot is similar to me,,,,,,False,True,False,False,False
,,I would like a Shopping Assistant chatbot to speak to me like this,,,,,,False,True,False,False,False
,,"This chatbot sounds like a middle-aged African American woman, speaking AAVE",,,,,,False,True,False,False,False
,,I would prefer talking to the AAVE Chatbot instead of the Original Chatbot,,,,,,False,True,False,False,False
,,,,,,,,Never,Rarely,Sometimes,Often,Always
,,This chatbot tries to speak in African American Vernacular English,,,,,,False,False,True,False,False
,,"This chatbot produces grammatically correct responses, either in AAVE or SAE",,,,,,False,False,True,False,False
,,This chatbot preserves the meaning of the original turns (shown on the right),,,,,,False,False,True,False,False
,,,,,,,,,,,,
,,,,,,,Comments,,,,,
